[ID];[content language];[target country];[title];[description];[condition];[price];[currency];[weight];[unit];[quantity];[expiration date];[product type];[brand];[GTIN];[MPN];[product information homepage];[product image URL]
276;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
277;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
278;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
279;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
280;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
281;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
282;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
283;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
284;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
285;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
286;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
287;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
288;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
289;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
290;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
291;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
292;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
293;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
294;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
295;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
296;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
297;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
298;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
299;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
300;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
301;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
302;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
303;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
304;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
305;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
306;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
307;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
308;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
309;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
310;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
311;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
312;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
313;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
314;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
315;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
316;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
317;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
318;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
319;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
320;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
321;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
322;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
323;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
324;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
325;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
326;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
327;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
328;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
329;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
330;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
331;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
332;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
333;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
